که	918687
رو	833035
من	770730
به	703398
و	681249
تو	601229
از	591834
اون	445387
این	410191
یه	403385
می	379528
با	301832
در	278166
نه	277198
ما	239386
هم	203952
بود	191479
کنم	187351
باشه	176142
تا	174948
ها	174901
چی	155817
باید	154773
خیلی	154645
فکر	151956
آره	144200
یه	142930
این	142372
برای	140034
خب	137531
فقط	137077
کن	136092
می	135219
شما	134268
همه	129613
اگه	127214
داره	127210
دیگه	117615
شده	116944
دارم	115087
کار	114907
اینجا	112714
نیست	103316
چه	101357
پس	99686
اما	98743
ی	94245
نمی	93547
چرا	91625
خوب	91124
کنه	88932
کردم	85732
چیزی	83545
کنی	83180
حالا	82937
ولی	81863
الان	80850
توی	80404
هر	78836
اونا	78229
ای	76768
های	73659
داری	70767
شد	70550
یک	70421
اوه	69738
منو	69325
میشه	69160
بهت	68748
بچه	67244
هست	67194
بهم	65413
مثل	63709
بهش	62956
وقتی	62289
دوست	61460
دست	59744
میکنم	58927
باید	58827
خیلی	57870
بده	57805
کرد	57458
حرف	57193
چی	56692
خونه	55965
یا	55706
کنیم	55340
واسه	54532
بله	52802
کرده	52693
سلام	52221
کردن	51636
خوبه	51197
برای	50650
چون	50163
برو	49811
را	49791
چیه	49688
اینکه	49156
هیچ	47777
اونجا	47750
بعد	47662
بودم	47488
كه	47086
انجام	47006
درست	46060
همین	45436
هستم	45258
پیدا	44927
دو	44352
داشته	44282
میکنی	43928
وقت	43856
است	43211
هی	42902
بشه	42314
دیگه	42294
یکی	42174
بیا	41813
نداره	41737
خودت	41277
هنوز	41221
منم	41127
سر	40919
میخوام	40728
کردی	40566
نیست	40095
روز	40040
میکنه	39959
بیرون	39602
کجا	39446
مورد	39368
اینجا	39237
درسته	38733
ولی	38470
کسی	38250
ممنون	37816
واقعا	37581
کی	37573
تمام	37388
راه	37349
باش	37126
پیش	36262
میدونی	36090
تنها	35925
مرد	35753
داریم	35297
شاید	35243
چند	35204
خودم	34832
نظر	34815
چیز	34740
بوده	34552
کاری	34469
سال	34399
کمک	33409
بدم	33329
بریم	33179
روی	33081
کنی	33039
دوباره	32836
میاد	32814
چیزی	32618
زندگی	32249
نمی	32239
گفتم	32060
میخوای	31796
بگو	31605
چطور	31529
بگم	31523
نگاه	31317
اونو	31304
هستی	30668
توی	30651
گفت	30310
گوش	30304
اینه	30188
صحبت	30156
پسر	30147
قبل	29683
آدم	29438
برم	29348
دارن	29117
اینو	28952
شروع	28885
کنید	28851
هستن	28728
دونم	28590
خوام	28561
ای	28517
همیشه	28270
بر	28180
خانم	28038
قرار	28009
های	27985
ام	27957
حال	27803
بی	27792
تموم	27769
پول	27726
کنن	27569
شدم	27544
داشتم	27450
خدا	27288
نفر	27251
بار	27236
میدونم	27027
بیشتر	26926
ببین	26860
آقای	26819
باشم	26817
میشه	26647
صبر	26532
درباره	26456
همون	26398
تونم	26328
خاطر	26143
امروز	26142
داری	26043
یک	26017
شدن	25941
وجود	25904
قربان	25875
شب	25800
ازش	25777
دختر	25709
اگر	25705
استفاده	25645
داشت	25550
باشی	25453
ممکنه	25400
خودش	25325
مردم	24983
بدون	24880
البته	24848
چیکار	24581
وقتی	24348
ـه	24269
سه	24164
مگه	24071
کنیم	24069
ساعت	24017
باز	23955
بزرگ	23860
چقدر	23777
حتی	23710
بازی	23583
ندارم	23497
بودن	23484
برات	23410
خواهش	23322
خوش	23225
باهاش	23184
خوبی	22948
بدی	22939
دنبال	22787
اسم	22760
نکن	22573
کم	22375
شو	22117
نبود	22085
پدر	22064
بالا	22021
متاسفم	21954
آماده	21943
یا	21837
ازت	21786
زنگ	21675
بذار	21667
میکنم	21561
زنده	21556
بابا	21501
بخاطر	21436
لعنتی	21300
عزیزم	21289
میتونم	20924
اول	20912
داد	20681
جا	20455
مامان	20415
میتونی	20348
زن	20209
کجاست	20064
نمیدونم	19929
اینکه	19917
او	19812
واقعاً	19727
کنار	19726
دور	19697
بعدش	19600
میگم	19599
ست	19304
داده	19266
اونها	19157
زود	19089
تر	18954
برام	18920
خبر	18860
بهتر	18851
زمان	18735
ببخشید	18688
منه	18676
شهر	18573
اتفاق	18512
بودی	18352
میدم	18255
باعث	18167
اجازه	18122
بزن	18092
یعنی	18080
منظورم	18015
طرف	17942
نشون	17893
لطفا	17788
دکتر	17786
چیه	17590
هی	17557
نگه	17461
ببینم	17397
نیستم	17338
همین	17337
پیدا	17273
بهتره	17099
نمیتونم	17076
آروم	17005
مهم	17003
سعی	16942
یکی	16913
اصلا	16900
میکنی	16837
لحظه	16772
کردی	16752
حالت	16719
خدای	16697
اش	16673
دادم	16597
بری	16593
جواب	16566
قراره	16532
پشت	16485
فرار	16344
آب	16268
خون	16251
نجات	16233
هیچ	16219
صبح	16214
ماشین	16202
هفته	16065
مال	16024
کردیم	15987
کنین	15881
رفته	15833
کارو	15811
لازم	15809
باور	15791
بزنم	15785
هیچی	15771
بین	15693
احساس	15577
میده	15500
جایی	15417
ادامه	15345
بد	15340
بره	15337
کسی	15328
اتاق	15303
میکنه	15278
دونی	15249
داخل	15159
گفتی	15103
اشتباه	15043
شدی	15040
نگران	15031
خانواده	14974
مشکل	14894
نمیشه	14842
میکنیم	14837
سمت	14812
تونی	14788
هیچوقت	14771
امشب	14727
چطوری	14628
اومده	14567
بیرون	14549
وارد	14421
اومد	14415
کی	14396
میخوام	14392
بیا	14384
اتفاقی	14344
انتخاب	14301
شاید	14268
ازدواج	14252
گرفته	14182
آه	14163
زیادی	14162
میخواد	14125
داریم	14076
برنامه	14063
خوای	14043
کاری	14038
جای	14031
میگی	14021
باهات	14021
میدونی	14009
چطوره	13989
نیاز	13949
بهشون	13933
میتونه	13903
اینا	13903
پلیس	13859
نباید	13854
گفته	13813
دادن	13778
دقیقه	13772
بکنم	13741
دنیا	13697
پیش	13627
اره	13583
ماه	13574
حق	13508
یالا	13491
فردا	13459
اندازه	13443
دار	13400
حمله	13390
بشم	13356
زیاد	13248
زمین	13226
کدوم	13224
یاد	13215
پایین	13193
شه	13165
متوجه	13142
مطمئن	13137
رفت	13109
مرگ	13050
میرم	12997
نقشه	12990
عوض	12987
اعتماد	12939
میکنن	12880
قول	12880
تازه	12819
جنگ	12800
هستند	12788
تماس	12781
افتاده	12779
ممنونم	12734
انگار	12732
بگی	12714
حرکت	12695
حس	12695
میکردم	12669
بریم	12634
موقع	12544
مادر	12535
آن	12501
کارت	12485
دروغ	12474
روی	12409
میگه	12399
گم	12275
لباس	12272
جور	12266
گرفتم	12246
بیاد	12246
رفیق	12238
عشق	12194
تونه	12125
اولین	12123
همچین	12099
هرگز	12083
جان	12030
قبول	12022
مرده	11985
افتاد	11956
دیدم	11955
موضوع	11950
اینه	11857
میاد	11818
ازم	11808
براش	11710
میخوای	11709
عنوان	11650
خود	11631
هستیم	11630
بهترین	11582
حتما	11579
بهتون	11530
مشکلی	11456
كنم	11418
چیز	11410
مجبور	11367
زندگی	11336
بقیه	11327
شماره	11290
منظورت	11284
خواهد	11273
منتظر	11210
کننده	11197
زده	11176
عالیه	11154
اومدم	11127
گروه	11076
نشده	11050
جمع	11016
عاشق	11005
احمق	10916
کنید	10892
نیستی	10882
اینکارو	10862
بگیر	10825
گذشته	10725
میدونم	10699
روش	10660
کاملا	10626
پرونده	10622
کل	10598
مدرسه	10573
هستی	10561
اینو	10540
همیشه	10497
خوشحالم	10459
بدیم	10457
بلند	10382
پر	10356
ده	10343
اونم	10326
رد	10312
اسلحه	10307
بیشتر	10289
چیکار	10216
آقا	10196
سخت	10170
بی	10169
دادی	10161
باشن	10064
هایی	10060
مطمئنم	10044
نمیخوام	9972
باشیم	9944
عقب	9938
نمیاد	9934
زیر	9910
داستان	9905
مون	9892
ات	9887
میتونیم	9879
نباش	9873
خواد	9858
باشی	9845
انجامش	9841
هستش	9820
مدت	9817
آخرین	9791
درد	9774
چشم	9771
ببین	9770
میره	9761
خواستم	9750
جدید	9718
کنند	9694
فراموش	9682
دلار	9642
رفتن	9630
راست	9628
رئیس	9622
خارج	9599
بکنی	9584
حقیقت	9579
سوال	9562
همش	9540
بشی	9504
قبلا	9479
توئه	9477
نداری	9450
کس	9437
بسیار	9433
نزدیک	9426
جدی	9412
راجع	9393
همینطور	9381
خودمون	9381
خوشحال	9358
بدن	9357
غذا	9340
فكر	9333
بعضی	9297
ش	9269
فیلم	9267
بخش	9263
دفعه	9224
خفه	9214
اصلاً	9203
خوشم	9177
قضیه	9166
کشته	9160
جون	9141
یکم	9125
طول	9124
صورت	9121
بهمون	9103
زدن	9101
خوبی	9087
شبیه	9053
ترک	9041
بزار	9000
قدرت	8975
افراد	8938
عالی	8930
شرکت	8921
داشتی	8832
پنج	8820
اه	8810
توسط	8796
دلم	8770
اینطوری	8759
حتی	8747
کنترل	8738
نمیتونی	8734
بدی	8731
غیر	8712
تحت	8709
بس	8701
دوتا	8685
خواب	8673
راستش	8615
بتونم	8605
شانس	8570
بگیرم	8567
کیه	8560
عکس	8551
شلیک	8547
پدرم	8532
برادر	8528
اومدی	8476
مراقب	8438
اینقدر	8429
آخر	8398
بخیر	8397
زد	8383
حساب	8364
طور	8336
كن	8323
نمیکنم	8317
بدونم	8314
اینجاست	8270
بزنی	8264
اسمش	8263
درک	8251
خورده	8242
موفق	8240
زدم	8225
واقعی	8221
نکنم	8217
گفتن	8205
راحت	8204
جلوی	8203
داشتن	8195
نکردم	8193
مبارزه	8181
زمانی	8158
نمیدونم	8156
سریع	8112
لطفاً	8108
حداقل	8096
خوبم	8067
قتل	8057
دیوونه	8053
شون	8049
انسان	8047
بازم	8040
میریم	8032
دیدی	8006
پسرم	8005
گرفتن	8001
جدا	7974
اینجوری	7969
کتاب	7922
توجه	7917
صدا	7899
لعنت	7894
چهار	7880
محافظت	7867
بودیم	7843
کافی	7833
نامه	7830
بازی	7792
فوق	7786
میگن	7785
تون	7761
تصمیم	7752
اطلاعات	7740
ملاقات	7736
بسته	7733
دوستت	7722
شماها	7711
میتونی	7701
رابطه	7687
باشید	7684
آقای	7657
باهم	7655
کوچولو	7649
پیداش	7606
بنظر	7587
دارین	7584
بزنه	7568
آنها	7566
میری	7565
گرفت	7524
وایسا	7517
گیر	7509
میدی	7498
وای	7466
برید	7466
تغییر	7458
مونده	7420
امیدوارم	7411
میشم	7409
تلفن	7397
زندان	7385
یادت	7384
همینه	7371
میخواستم	7368
رفتار	7354
تیم	7343
پدرت	7343
میتونم	7341
معذرت	7331
شنیدم	7309
احتیاج	7295
دارید	7288
دختره	7268
لعنتی	7260
میام	7245
نیاز	7243
بالاخره	7238
علاقه	7238
میدم	7203
ترین	7199
شکست	7196
میگم	7191
نابود	7186
هدف	7180
العاده	7168
سگ	7163
آیا	7161
توش	7148
تونیم	7147
خسته	7145
جلو	7141
صدای	7136
قسمت	7120
رفتم	7104
احتمالا	7100
واقع	7093
یارو	7086
افتخار	7074
كار	7054
دقیقا	7053
ببخشید	7045
هزار	7040
مواد	7034
خراب	7023
چیزیه	7023
تکون	7002
بودی	6980
عزیزم	6940
جک	6937
اینطور	6935
خداحافظ	6931
هنوزم	6909
پا	6906
باهام	6887
یعنی	6873
میشی	6873
میکرد	6848
نداریم	6834
ساله	6820
بگیری	6816
هات	6802
میشن	6787
اوضاع	6766
دیده	6766
آزاد	6763
نوشته	6754
نظرت	6748
کردیم	6744
عجله	6736
کامل	6733
بری	6709
قابل	6680
دلیل	6666
همدیگه	6664
پرواز	6649
بکنه	6633
مسخره	6622
عمل	6602
بیام	6601
بمون	6592
بشین	6585
مادرم	6573
خط	6572
نام	6553
بیار	6536
ماست	6536
هاش	6509
قانون	6507
معلومه	6507
پادشاه	6503
امتحان	6472
کمکم	6453
زودباش	6423
بشن	6403
خواست	6399
فرصت	6395
حتماً	6388
نباشه	6379
خودتون	6378
روشن	6372
میزنم	6372
خطر	6352
کشور	6334
چکار	6330
نیستم	6307
كنی	6307
سعی	6290
بیای	6290
سوار	6287
دستور	6287
قلب	6284
آخه	6284
بیخیال	6282
یك	6264
شام	6258
اس	6255
م	6254
بدست	6245
لذت	6244
یادم	6243
اند	6229
تلاش	6224
میده	6213
فهمیدم	6211
ت	6197
